fid,BASE_DATE,ADM_CD,SIGNGU_CD,SIGNGU_NM,NUMPOINTS
557,20230701,11120660,11380,은평구,0
558,20230701,11120670,11380,은평구,0
559,20230701,11120670,11410,서대문구,0
560,20230701,11120740,11380,은평구,0
561,20230701,11130620,11110,종로구,0
562,20230701,11130620,11410,서대문구,0
563,20230701,11130640,11110,종로구,0
564,20230701,11130640,11410,서대문구,0
565,20230701,11130650,11110,종로구,0
566,20230701,11130650,11410,서대문구,0
567,20230701,11130660,11110,종로구,0
568,20230701,11130660,11380,은평구,0
569,20230701,11130660,11410,서대문구,0
570,20230701,11130760,11410,서대문구,0
571,20230701,11130760,11440,마포구,0
572,20230701,11140590,11440,마포구,0
573,20230701,11140590,11560,영등포구,0
574,20230701,11140600,11440,마포구,0
575,20230701,11140630,11440,마포구,0
576,20230701,11140630,11560,영등포구,0
577,20230701,11140660,11410,서대문구,0
578,20230701,11140660,11440,마포구,1
579,20230701,11150570,11470,양천구,0
580,20230701,11150570,11500,강서구,0
581,20230701,11140680,11440,마포구,0
582,20230701,11140680,11560,영등포구,0
583,20230701,11140690,11440,마포구,0
584,20230701,11140690,11560,영등포구,0
585,20230701,11140730,11410,서대문구,0
586,20230701,11140730,11440,마포구,0
587,20230701,11140750,11170,용산구,0
588,20230701,11140750,11440,마포구,0
589,20230701,11140750,11560,영등포구,0
590,20230701,11140760,11440,마포구,0
591,20230701,11140760,11560,영등포구,0
592,20230701,11140780,11410,서대문구,0
593,20230701,11140780,11440,마포구,0
594,20230701,11150510,11470,양천구,1
595,20230701,11150510,11500,강서구,0
596,20230701,11150510,11560,영등포구,0
597,20230701,11150520,11470,양천구,0
598,20230701,11150520,11500,강서구,0
599,20230701,11150520,11560,영등포구,0
600,20230701,11150530,11470,양천구,0
601,20230701,11150530,11500,강서구,0
602,20230701,11150580,11470,양천구,0
603,20230701,11150590,11470,양천구,0
604,20230701,11150610,11470,양천구,0
605,20230701,11150610,11500,강서구,0
606,20230701,11150620,11470,양천구,0
607,20230701,11210610,11620,관악구,0
608,20230701,11150630,11470,양천구,0
609,20230701,11150630,11530,구로구,0
610,20230701,11150650,11470,양천구,0
611,20230701,11150650,11530,구로구,0
612,20230701,11150650,11560,영등포구,0
613,20230701,11150690,11470,양천구,0
614,20230701,11150690,11530,구로구,0
615,20230701,11150700,11470,양천구,0
616,20230701,11150700,11530,구로구,0
617,20230701,11150710,11470,양천구,0
618,20230701,11150710,11560,영등포구,0
619,20230701,11160510,11470,양천구,0
620,20230701,11160510,11500,강서구,1
621,20230701,11160510,11560,영등포구,0
622,20230701,11160530,11470,양천구,0
623,20230701,11160530,11500,강서구,0
624,20230701,11160550,11500,강서구,1
625,20230701,11160570,11470,양천구,0
626,20230701,11160570,11500,강서구,0
627,20230701,11160580,11470,양천구,0
628,20230701,11160580,11500,강서구,0
629,20230701,11160590,11470,양천구,0
630,20230701,11160590,11500,강서구,0
631,20230701,11160610,11500,강서구,0
632,20230701,11160630,11470,양천구,0
633,20230701,11160630,11500,강서구,2
634,20230701,11160650,11500,강서구,0
635,20230701,11160660,11500,강서구,0
636,20230701,11160730,11470,양천구,0
637,20230701,11160730,11500,강서구,0
638,20230701,11160740,11500,강서구,0
639,20230701,11170560,11530,구로구,2
640,20230701,11170560,11560,영등포구,0
641,20230701,11170640,11530,구로구,0
642,20230701,11170650,11530,구로구,0
643,20230701,11170670,11530,구로구,0
644,20230701,11170690,11470,양천구,0
645,20230701,11170690,11530,구로구,0
646,20230701,11170700,11530,구로구,0
647,20230701,11170700,11545,금천구,0
648,20230701,11170710,11470,양천구,0
649,20230701,11170710,11530,구로구,2
650,20230701,11170720,11470,양천구,0
651,20230701,11170720,11530,구로구,0
652,20230701,11170730,11530,구로구,1
653,20230701,11170740,11530,구로구,0
654,20230701,11180530,11545,금천구,0
655,20230701,11180530,11620,관악구,0
656,20230701,11180540,11545,금천구,0
657,20230701,11180540,11620,관악구,0
658,20230701,11180550,11545,금천구,0
659,20230701,11180550,11620,관악구,0
660,20230701,11180580,11545,금천구,0
661,20230701,11180580,11620,관악구,0
662,20230701,11180590,11545,금천구,0
663,20230701,11180600,11545,금천구,0
664,20230701,11180600,11620,관악구,0
665,20230701,11190540,11170,용산구,0
666,20230701,11190540,11440,마포구,0
667,20230701,11190540,11560,영등포구,0
668,20230701,11190540,11590,동작구,0
669,20230701,11190550,11560,영등포구,1
670,20230701,11190650,11560,영등포구,0
671,20230701,11190660,11560,영등포구,1
672,20230701,11190670,11560,영등포구,0
673,20230701,11190700,11560,영등포구,0
674,20230701,11190700,11590,동작구,0
675,20230701,11190710,11530,구로구,0
676,20230701,11190710,11560,영등포구,0
677,20230701,11190710,11590,동작구,0
678,20230701,11190710,11620,관악구,0
679,20230701,11200630,11590,동작구,0
680,20230701,11200630,11620,관악구,0
681,20230701,11200630,11650,서초구,0
682,20230701,11220540,11650,서초구,0
683,20230701,11200650,11590,동작구,1
684,20230701,11200660,11590,동작구,0
685,20230701,11200660,11620,관악구,0
686,20230701,11220570,11650,서초구,0
687,20230701,11220570,11680,강남구,0
688,20230701,11200670,11590,동작구,0
689,20230701,11200670,11620,관악구,0
690,20230701,11200690,11560,영등포구,0
691,20230701,11200690,11590,동작구,0
692,20230701,11200690,11620,관악구,0
693,20230701,11210540,11590,동작구,0
694,20230701,11210540,11620,관악구,0
695,20230701,11210570,11590,동작구,0
696,20230701,11210570,11620,관악구,0
697,20230701,11210580,11620,관악구,0
698,20230701,11210620,11620,관악구,0
699,20230701,11210630,11590,동작구,0
