대중교통,자전거도로수용율,평균경사도,인구,추정교통량,안정성지수평균,자전거이용량,cluster
81,0.10838470542875345,1.3333333333333333,1763287.4727307637,24634.0,1.27458256,4882848,0
48,0.0693588277109585,2.0,630074.9894356249,10238.333333333334,0.738095238,827974,0
40,0.026940991556047643,2.0,979672.7933288194,5270.5,0.920826162,378850,0
84,0.1113488205560671,1.3333333333333333,1524054.9582840279,26325.5,0.868181818,664308,0
11,0.10417956468943972,2.333333333333333,256058.86485562497,10183.5,0.530120482,18712,3
44,0.2799388175933996,0.3333333333333333,1631126.2628237498,13309.0,1.462962963,506036,2
162,0.09554915391187624,5.333333333333333,11199929.351883333,58706.0,1.080814312,1846128,0
67,0.07846849685758679,4.666666666666667,1251420.4599304167,17399.0,1.278181818,382742,0
94,0.04528809131462369,10.0,1943004.6316,31136.0,1.039156627,352178,0
46,0.08414767616640963,9.0,820472.4092377084,17927.0,1.295744681,173824,0
25,0.22263235218146818,5.666666666666667,254319.4574883333,5069.5,2.208791209,20088,2
18,0.03198999609864061,4.666666666666667,254319.4574883333,5069.5,2.130434783,29960,2
29,0.13983941709490957,10.333333333333334,285738.3624810417,0.0,1.173076923,232354,0
107,0.11793721313675964,1.0,10941116.781779168,15666.0,1.044155844,759270,0
113,0.07324453006411961,2.0,2671963.0051366664,59799.0,0.888157895,624884,0
138,0.039626919051078784,3.0,2633813.51216,76845.0,1.260450161,197880,0
69,0.613640339133747,3.333333333333333,25862910.48181875,19535.0,1.207658321,1879470,1
5,0.07473604905744817,0.3333333333333333,435151.43409555557,3385.6666666666665,0.942446043,44080,0
9,0.10773302278272162,0.6666666666666666,435151.43409555557,3385.6666666666665,0.670886076,89538,3
6,0.07317069365753533,1.0,472490.5730947917,6256.5,0.857142857,422108,0
18,0.2443480772584326,1.0,472490.5730947917,6256.5,1.215686275,291362,0
16,0.29924198119658757,1.3333333333333333,472490.5730947917,6256.5,1.702380952,125018,2
23,0.0020709151477011664,1.6666666666666667,254789.23403458332,11505.0,1.438405797,177436,2
3,0.034255650328786844,3.333333333333333,1497889.422986389,2205.6666666666665,1.067307692,0,0
3,0.062016787943745176,11.333333333333334,1497889.422986389,2205.6666666666665,1.08,0,0
21,0.3079195136723808,4.333333333333333,1497889.422986389,2205.6666666666665,1.049808429,303734,0
2,0.03751908262954538,2.0,1497889.422986389,2205.6666666666665,0.782608696,75864,0
6,0.3639355224810947,2.6666666666666665,1497889.422986389,2205.6666666666665,0.976470588,95284,0
8,0.3727469905032222,0.3333333333333333,1497889.422986389,2205.6666666666665,1.259541985,271054,2
10,0.08487481220448392,0.0,561791.1249931944,5865.0,1.63372093,171392,2
7,0.2315950265870249,0.3333333333333333,561791.1249931944,5865.0,0.742857143,70264,0
13,0.05899340428025953,0.0,892907.576789375,10685.833333333332,0.823529412,329240,0
8,0.11708732408922598,4.0,331116.45179618057,4820.833333333333,1.207070707,198212,0
7,0.11813019389085859,0.6666666666666666,331116.45179618057,4820.833333333333,2.051470588,114364,2
4,0.04136363680809229,6.333333333333333,331116.45179618057,4820.833333333333,1.846153846,55622,2
7,0.8824157200657562,3.0,331116.45179618057,4820.833333333333,1.056603774,0,1
148,0.019014799769689103,0.6666666666666666,2104924.1017110418,81015.5,1.241690141,758518,0
65,0.08907232069536411,1.0,1942334.9675320834,46065.5,1.319236016,259878,0
0,0.5327631604805316,4.0,331116.45179618057,4820.833333333333,0.592592593,0,1
40,0.049841113493652785,9.333333333333334,1044938.0739770832,31629.5,0.750965251,297032,0
133,0.02064267233303821,6.333333333333333,1386118.42829,22643.0,0.744897959,108462,0
17,0.05860180340169566,13.0,463735.6259854167,8014.0,0.786516854,28376,0
27,0.13941617243980842,11.666666666666666,423778.2095525,13371.5,0.5,115360,3
48,0.05398052297447739,9.0,357298.3307329167,13827.0,0.704081633,130130,0
17,0.35760663816343885,7.333333333333333,229060.67345625,20699.0,0.786476868,45358,0
87,0.03539221864774836,2.333333333333333,1927951.7390408332,56101.0,1.551173709,332364,2
55,0.06117174096313936,4.333333333333333,1473100.9988704165,15640.0,1.538181818,269854,2
44,0.12886004596564765,4.333333333333333,3609879.2981166667,28969.0,1.700344432,520870,2
213,0.07659516956248158,11.666666666666666,6004206.541987083,140616.0,0.665472313,830686,3
278,0.03656201266088115,4.666666666666667,4298274.35260375,162995.0,0.656758958,1281926,0
9,0.16138267043365664,12.666666666666666,578813.746,36262.0,0.575471698,61352,3
159,0.06590787619220274,15.333333333333334,16153111.784428125,87595.5,0.632428467,527244,3
76,0.17725921978646245,8.0,5131798.535207083,26465.5,0.888030888,493718,0
39,0.09819531162003997,9.666666666666666,2283090.245695625,10316.5,1.052401747,127862,0
7,0.004868139680364232,9.666666666666666,2848708.2895114594,16149.0,0.467532468,10734,3
40,0.1753747671515114,2.333333333333333,3300809.120674167,50462.0,0.262135922,482710,3
81,0.20526299738237613,0.6666666666666666,13121593.117348338,103858.0,0.505823627,366676,3
198,0.03250528052654837,3.333333333333333,22402365.09876271,79944.5,0.680150517,481078,0
12,0.08031562790564599,11.333333333333334,516657.77575819445,6232.0,0.591194969,28500,3
24,0.09771532756408387,11.333333333333334,516657.77575819445,6232.0,0.426900585,70782,3
79,0.04716255357897786,5.0,27644158.914647914,32033.0,1.016545012,413196,0
80,0.3690183401145822,7.333333333333333,3564063.407699583,51850.0,0.93006993,364822,0
26,0.15125625674217788,7.666666666666667,7349985.407717917,25997.0,0.693121693,88864,3
55,0.10828202252240013,5.333333333333333,22771959.206192918,43430.0,0.968978102,283086,0
70,0.29728404028133715,5.666666666666667,17304019.388984583,44189.0,0.939705882,409976,0
25,0.0872541998191564,4.0,4773623.762612292,27583.5,1.066213922,167498,0
52,0.07578093449153177,3.6666666666666665,12568452.64663708,31310.0,0.780665281,170416,0
14,0.6381149794289716,15.0,4773623.762612292,27583.5,1.148760331,129422,1
35,0.04517034243830675,4.666666666666667,130059.95310291665,5427.666666666667,0.710843373,46584,0
20,0.2771407075723803,6.0,130059.95310291665,5427.666666666667,1.947368421,148522,2
11,0.20132477615184058,4.0,130059.95310291665,5427.666666666667,0.931034483,43710,0
43,0.4861610045787343,20.0,3089555.567571667,25842.5,0.948430493,182872,1
30,0.6116824817234326,6.333333333333333,4552291.508824583,38269.5,1.462311558,144858,1
44,0.28944367191266007,8.0,26877455.039064586,33810.0,1.171195652,239072,0
54,0.573516757756383,7.0,6345171.855436667,81357.0,1.445876289,1301062,1
28,1.0261056898392142,1.0,6751405.408726666,33765.0,0.948198198,1071752,1
32,0.25283462943028717,6.0,2971812.31443625,53663.0,1.455958549,578970,2
26,0.2155357372439427,1.0,2784046.5876537506,27438.0,1.452380952,440678,2
22,0.12648253280098617,1.0,1144256.80494125,13701.0,1.148876404,336532,0
14,0.1808027504241852,5.0,995920.2266341667,13062.0,1.984790875,221846,2
66,0.281658683279364,2.0,5243296.814367917,38009.0,1.19005102,657192,0
65,0.2732528193751561,1.6666666666666667,6034545.969027291,32139.0,1.336614173,822268,2
62,0.27416540725559385,2.0,3023736.8214739584,27415.0,1.695340502,386090,2
54,0.4099763870129831,0.6666666666666666,6711008.956100001,54687.0,1.473928158,1302236,2
39,0.23322729380615756,1.3333333333333333,3023228.689040833,9786.0,1.357043236,334966,2
45,0.09233342416343555,9.0,1104701.6547825,52477.0,1.593939394,393924,2
27,0.03124453420434952,3.333333333333333,496268.14133,28382.0,1.087040619,106744,0
38,0.5860927402155337,5.0,941598.1117979167,14621.0,0.720364742,274272,1
41,0.2746368762904027,2.6666666666666665,625480.7003858334,46842.0,1.003021148,189934,0
59,0.46929016081720354,3.333333333333333,0.0,0.0,0.892116183,309086,1
38,0.19637212798132203,1.6666666666666667,1330056.55697375,15132.0,0.821571238,345832,0
41,0.17762600161454137,5.0,928151.0386179165,45593.0,0.592944369,295388,3
32,0.2410671363416509,2.333333333333333,1291689.0872616665,69951.0,0.690721649,287342,0
61,0.17643645030621544,0.3333333333333333,3045575.2247520834,40420.0,0.804034582,1236036,0
54,0.14719483547121434,2.333333333333333,1560990.8663483332,31903.0,0.708296943,719840,3
53,0.13251509033926648,4.333333333333333,508448.7730058333,26758.0,0.965116279,187902,0
