field_1,버스정류장수,자전거도로길이,자전거도로수,지하철역수,공원율,사고 다발 횟수,도로길이,도로수,평균경사도,추정교통량,안정성지수평균,직장인구,생활인구,자전거이용량,자전거도로수용율,cluster
208,30,1636.010862615,20,1,5.839999999999999,0.0,11072.8632471701,99,12.0,29351.0,0.828746177,133383.80000000002,58662.55916541666,67662,0.14774957715052756,0
209,40,4162.84429223695,21,2,0.1399999999999999,0.0,11790.2670040261,57,7.666666666666667,28845.0,0.849710983,597693.7000000001,132415.27368416666,115002,0.3530746412117246,2
210,44,10496.1289752626,101,2,17.326696282607152,1.0,44216.1581960111,336,7.0,64896.0,1.374795417,1213045.9,199827.77518,689368,0.23738220151857276,1
211,51,5707.2489168536,70,1,1.003242023415855,2.0,48875.166558269,350,2.6666666666666665,29313.0,1.475903614,4293089.8,259600.3085225,851676,0.11677195841469748,1
212,13,8317.34591095471,93,0,0.2207316551189106,0.5,22724.7028990605,145,3.0,36748.5,0.558139535,507910.15,107959.235284375,218038,0.36600460511624866,2
213,11,6271.64772591329,84,3,0.29,0.5,25121.3258501238,205,6.333333333333333,7991.5,0.978453739,364115.85,54361.19256979166,255328,0.2496543280928137,2
214,90,15005.1894610377,298,1,0.0815146603801384,1.0,87146.116599672,878,3.6666666666666665,76531.0,0.52625,1678166.6,398994.6656645834,319228,0.17218425842161023,3
215,8,3407.80191229404,59,3,51.44,0.0,14588.1932821387,137,4.333333333333333,17655.0,0.744402985,263409.8,93159.87980458332,255506,0.2335999973668048,2
216,57,8416.79877365347,117,2,0.1424201833014402,0.0,62889.5391844648,554,3.6666666666666665,48666.0,0.554396423,2222472.2,428884.81272916665,719742,0.13383463900038592,3
217,38,9463.05989783805,97,1,0.98,0.0,21971.6887045767,81,2.6666666666666665,20040.0,0.298755187,2155328.2,184242.97528791663,197134,0.4306933356409194,2
218,61,15550.1922516638,236,3,0.4158537168699585,1.0,87284.6712541727,747,5.0,77593.0,0.567501227,2121154.0,531704.0749620833,1533094,0.1781549042715838,3
219,20,1785.50165828928,14,1,0.0,0.0,24427.0691689887,282,2.0,19814.0,0.570977918,323739.2,301969.5970875,665256,0.07309520622130376,3
220,22,1654.47832448209,38,0,0.2,0.0,24746.9461778637,254,4.666666666666667,15408.0,0.401851852,286813.8,130732.2146233333,574272,0.06685585819724421,3
222,29,970.179157408253,24,2,1.7399999999999998,0.5,40855.2425429022,287,3.333333333333333,7355.5,0.389144434,1275815.0,106964.34315729167,580582,0.023746748202252508,3
225,46,1736.92308604836,41,0,11.614161905334695,1.0,38067.0779658172,394,9.333333333333334,17495.0,0.668558456,1137375.7,229184.10482625,439702,0.04562795935133375,0
226,60,4046.71573646292,47,0,2.0423264869490803,3.0,59843.0588104871,412,0.3333333333333333,27977.0,0.386284722,2062809.1,321924.83093958336,494268,0.06762214059408608,3
227,24,1817.80548166876,31,0,28.73,0.0,25374.2337861443,298,5.333333333333333,12413.0,0.217488789,581442.7999999999,94287.75568291666,248802,0.0716398176587062,3
229,32,1210.60262693336,12,1,0.4325665503947126,1.0,32270.6688030262,286,6.333333333333333,29127.0,0.425414365,620949.8,230916.64108541663,343224,0.03751402347198441,3
230,37,1950.88559001139,21,2,0.1473809658929686,0.0,53364.0783016538,646,2.6666666666666665,23161.0,0.533697632,697519.8999999999,232264.5024591667,209322,0.03655803027241511,3
231,123,9034.90266560298,121,3,142.51166344777064,4.0,148893.247697246,1848,8.333333333333334,93974.0,0.48670977,1120480.1,590727.0793416668,619406,0.0606804056284286,3
232,31,952.794990948728,30,3,0.3038528393125531,3.0,39549.4971839398,476,1.0,17066.0,0.380866426,833255.7999999999,249583.6824866667,583716,0.024091203650893383,3
233,42,3387.90397001433,50,2,0.3549583685290213,1.0,51521.2063329026,577,1.3333333333333333,30343.0,0.302457467,372605.2,201537.59699458335,372882,0.06575746592817526,3
234,53,5047.99905270271,90,1,0.4396789423984891,0.0,44899.9933475574,436,4.666666666666667,19140.0,0.351395731,496418.3000000001,234893.28970791667,358702,0.11242761248598995,3
236,72,5235.78620448356,85,2,31.71855809984355,0.0,34215.9211234254,207,5.0,23129.0,0.275362319,898036.7,244198.7358883333,370308,0.15302192758735814,3
237,37,902.415267196282,9,0,4.79,0.0,43375.1814520949,488,18.33333333333333,1459.0,0.222222222,577580.825,26745.28164479167,57492,0.020804875898742733,3
238,5,23.8969727674084,4,0,4.79,0.0,3283.20393856114,50,6.666666666666667,1459.0,0.169491525,577580.825,26745.28164479167,20636,0.007278552662153913,3
240,1,104.562614523512,7,0,4.79,0.0,2461.40732542401,30,6.333333333333333,1459.0,0.615384615,577580.825,26745.28164479167,39944,0.042480825275637665,0
247,5,111.360511096985,1,1,1.47,0.0,9858.74130649262,171,16.0,980.0,0.310606061,74457.15555555555,16236.478920972222,0,0.011295611441152927,3
251,5,104.948850113921,1,0,1.47,0.0,4309.13625613216,58,3.333333333333333,980.0,0.849462366,74457.15555555555,16236.478920972222,26580,0.02435496207959831,0
258,7,611.378580311341,17,0,0.11,0.0,3650.58321635283,57,4.666666666666667,1704.6,0.423728814,109106.47999999998,31559.60433308333,38246,0.1674742209882146,3
259,0,92.602606422306,4,0,0.11,0.0,3756.18323335494,53,11.0,1704.6,0.882978723,109106.47999999998,31559.60433308333,58880,0.024653378354919972,0
261,19,1801.85881949732,27,1,0.11,0.0,11483.786432963,109,6.0,1704.6,0.575757576,109106.47999999998,31559.60433308333,230316,0.15690459153135014,3
266,4,367.427537958619,5,0,2.08,0.0,2898.80085734562,29,1.0,1098.571428571429,0.181818182,100931.81428571428,12854.859842797618,37186,0.12675156247023667,3
271,60,1800.87489377882,39,0,0.48,0.0,33662.6580463972,302,14.333333333333334,19114.0,0.454332553,1858667.7,207021.6758820833,248160,0.053497703339310775,3
272,48,1163.7655029589,30,1,32.20200883561258,0.0,35664.8761947358,377,2.0,35579.5,0.5640625,593786.8999999999,230679.16660833333,265266,0.03263057739509759,3
273,10,337.090235418023,6,1,56.04999999999999,0.0,11206.7282930628,150,4.666666666666667,9385.0,0.263888889,275844.8,60615.82085291667,73104,0.0300792726122118,3
274,97,2451.6323072589,55,1,0.128727629320912,0.0,74449.0147071413,782,3.0,25563.0,0.770886076,468705.1,217298.2768941667,195870,0.03293035262995542,0
275,29,2765.26555603111,33,2,0.25,0.0,41529.5514393369,444,3.333333333333333,18410.0,0.398543184,407081.6,135650.58165166664,259364,0.06658549057700255,3
276,150,2503.16710977392,55,5,3.451041552761072,1.0,138568.180122342,1789,8.666666666666666,46737.0,1.737160121,907938.2,636394.2312016668,349886,0.018064516020661246,1
277,100,9987.1277990345,131,1,75.82268298142208,0.0,48445.0904965802,478,5.333333333333333,32563.0,1.584632517,507448.4,0.0,411870,0.20615355852704012,1
278,143,3903.57272980167,110,2,0.2734538705409078,3.0,139524.955831751,1561,2.333333333333333,37000.0,1.746076233,1262754.7,180508.890858125,461670,0.027977595165906182,1
280,92,2792.6708463591,80,0,12.04555703730402,0.0,67024.2988282451,618,5.666666666666667,25837.0,0.351449275,733432.2,310706.59507041663,303254,0.041666543256432015,3
281,79,5105.31401576629,121,1,0.946422079035696,0.0,60919.1245872039,545,3.6666666666666665,18622.0,0.075630252,1093285.0,261831.95356416667,407238,0.08380478298663314,3
282,115,7301.91398638646,101,4,17.222494321508023,1.0,76954.1519040742,590,1.0,50088.0,0.220889203,1549056.7999999998,535259.9397141667,937818,0.0948865500524069,3
283,79,7823.76568689441,101,3,92.2537731745318,0.0,58702.5202816182,473,6.0,19285.0,0.228395062,441695.3,165484.66276583335,252830,0.1332781906017126,3
284,108,7752.44246985192,86,2,7.40422472645656,0.0,46690.7888510835,263,4.0,37104.0,0.345882353,603883.9,328079.8994016667,774768,0.16603794154298204,3
285,97,11623.9547500171,133,4,3.094879256364828,0.0,54725.9449393988,376,2.333333333333333,28298.0,0.122205663,1467260.1999999995,493795.941635,1009904,0.21240299757069475,3
286,53,5401.34553548517,79,1,3.262524808689212,0.0,20103.3169775339,107,1.6666666666666667,27701.0,0.152727273,640972.1,221697.22964041663,454280,0.2686793200107896,3
287,187,42262.2640191781,734,6,58.13563514980362,3.0,138538.465948368,1008,31.33333333333333,120928.0,0.196655133,2598794.4000000004,1026454.4927202084,1891022,0.3050579759915117,3
288,74,10442.3704986625,164,1,62.53891676613974,1.0,47432.2451565041,332,3.6666666666666665,25716.0,0.285353535,764876.9,434500.49386062496,1234820,0.22015340965218047,3
289,18,124.821491547911,2,3,0.03,0.0,16451.2791824168,147,16.333333333333332,13649.0,0.569767442,192388.4,57951.10136916667,418,0.007587342611103502,3
290,27,415.505887374196,8,2,45.36999999999999,0.0,21211.4828890979,168,18.666666666666668,12473.0,0.717041801,548617.4,176887.62958916667,168182,0.01958872416165464,0
292,62,859.94583673217,11,1,0.5734574249280131,2.0,42959.988279712,376,21.666666666666668,19235.0,0.55033557,680358.3,218485.41141125004,74168,0.02001736665133781,3
293,34,471.488148243743,12,0,6.419999999999999,0.0,19055.3761230883,150,3.333333333333333,6296.0,0.878504673,454042.9,123330.28363416668,102514,0.024743051262707327,0
294,24,857.078864955488,10,3,0.56,0.0,24343.4312097821,206,0.6666666666666666,11832.0,0.89010989,285225.2,249142.8408970833,91642,0.03520780852828511,0
295,83,3404.80237769171,58,0,0.5958098551167859,0.0,51280.5029582137,388,11.666666666666666,21624.0,0.464765101,656988.3999999999,343132.52622666664,634438,0.06639565100338697,3
296,50,3224.27475205943,65,0,0.43,0.0,30423.9392421308,269,3.0,10687.0,0.574162679,520180.9,214765.98536708337,308872,0.10597821427392554,3
297,55,62.4479101003938,5,2,6.473700286007232,0.0,30832.1733145092,248,17.0,16919.0,0.54245283,462429.6,189499.84537166663,148368,0.002025413825466746,3
298,11,263.872653893047,6,1,0.2499999999999999,0.0,15280.8284405881,114,10.0,17515.0,2.421052632,303455.3,77950.75642166665,108850,0.01726821650534096,1
299,71,3513.06244105508,4,1,33.83,0.0,39851.8053557396,63,11.0,9653.0,0.516129032,377905.4,305925.82882625,350506,0.08815315666870074,3
310,74,1398.05300755005,17,2,1.3022119137500798,0.0,45919.6995179573,443,6.0,60017.0,0.82781457,453248.6,248721.6301525,114418,0.030445604440493546,0
316,59,3590.57237356167,60,0,75.86999999999999,0.0,61273.2967673729,533,18.666666666666668,21537.0,0.361151079,1589931.8,229958.07770041664,244550,0.05859930121262212,3
317,101,2993.80012936748,54,0,54.550489233606335,0.0,53982.906752573,559,18.0,34405.0,0.940983607,1186736.6,191109.92271166667,274812,0.055458297995870445,0
318,48,3566.96699471928,51,0,2.0171080039948635,1.0,40655.4240266496,392,6.333333333333333,17660.0,0.581560284,525068.7,249912.19532541663,376230,0.08773655865404666,3
319,40,1236.01534039026,31,1,1.5494405594405596,0.0,25379.7518471486,231,1.3333333333333333,15493.0,0.728706625,624407.7,150512.07984125,326846,0.04870084419399576,0
324,8,237.972020810245,5,0,1.37,0.0,6751.29209681409,54,1.3333333333333333,4062.6666666666665,0.788571429,264343.9833333334,21220.87166006945,90456,0.03524836689002734,0
325,2,444.056292028515,6,0,1.37,0.0,1656.47449420358,11,11.0,4062.6666666666665,1.011904762,264343.9833333334,21220.87166006945,0,0.26807312372293046,2
326,2,1347.42513280722,12,0,0.8142893610631428,0.0,4881.98825588648,48,4.333333333333333,11820.666666666666,0.923076923,1012430.8833333332,57486.08506006945,0,0.27599925730721614,2
331,1,630.543947463436,10,0,1.25,0.0,3260.79142683904,26,2.6666666666666665,3071.2,0.913043478,116148.04,18029.50798575,23418,0.19337144420631508,0
333,38,112.730123104733,6,1,6.660000000000002,0.0,8641.8759585146,75,6.0,4188.4,0.422619048,155762.54,31898.255384833334,121002,0.013044635637666512,3
334,18,552.573989140523,6,1,6.660000000000002,0.0,11294.5674531016,112,4.666666666666667,4188.4,0.891373802,155762.54,31898.255384833334,72576,0.048923873484750476,0
335,3,474.145375264085,7,0,6.660000000000002,0.0,999.456319418588,9,4.333333333333333,4188.4,0.954545455,155762.54,31898.255384833334,0,0.4744032991255773,2
336,2,1001.26532560857,9,0,4.763836381220328,0.0,2141.48355804563,15,4.666666666666667,7259.599999999999,1.333333333,271910.58,49927.76337058333,0,0.46755685881723463,2
337,1,1000.02446162011,6,0,6.660000000000002,0.0,3507.60711763295,31,3.333333333333333,4188.4,0.912751678,155762.54,31898.255384833334,34676,0.2851016171659954,2
338,55,775.029797902244,23,1,0.8,0.3333333333333333,38875.6288715091,373,2.0,4562.0,0.65974026,1158076.2666666666,174979.0653470833,310366,0.01993613532179392,0
339,16,6.06277061697631,1,4,0.8,0.3333333333333333,14508.125286254,150,4.333333333333333,4562.0,0.5,1158076.2666666666,174979.0653470833,356516,0.0004178879419190429,3
340,30,4052.45547501453,40,2,1.1299999999999997,0.0,29904.5191607289,245,1.3333333333333333,36856.0,1.036050157,700186.2999999999,132973.75958333333,237806,0.13551314613131382,0
341,54,4814.3978125895,63,0,0.3638894206407296,1.0,39158.6077281759,367,0.0,55297.0,0.649446494,910433.9,212682.13397416667,440384,0.12294609261925785,0
342,20,1344.09920022477,15,0,0.31,0.0,24122.8816203386,286,0.3333333333333333,7621.0,0.974440895,375441.4,117029.09685791668,217330,0.05571884907363333,0
343,62,14394.7311348628,184,2,10.538484774665042,0.0,51381.1437466998,370,1.3333333333333333,32150.0,0.644688645,860908.3499999999,221041.18574875,689050,0.2801559110055305,2
344,8,224.324255588124,3,0,9.0,0.0,6706.54551536785,63,5.0,8165.0,0.716216216,157886.85,99369.14975125,37992,0.03344855485944166,0
345,96,26762.2874373894,197,2,30.06,0.0,42537.6324124173,113,4.0,24471.0,0.845386534,2011304.0,227484.21485166668,888328,0.629143793851045,2
346,166,21143.4969409716,276,3,26.66505967847268,1.0,85393.5279326289,365,4.0,72924.0,0.835429769,6935501.3,729862.5357783333,2187268,0.24760069589410488,2
347,89,22750.2427015666,264,5,6.801599767197356,1.0,77839.0918019859,386,4.333333333333333,91443.0,1.206268222,6552470.200000001,743135.3029024999,2426798,0.29227271509591507,2
348,83,1624.75050217636,25,0,7.238957688126832,0.0,88922.580253478,421,2.6666666666666665,139512.0,0.960737656,1660521.5,399298.3259604167,602602,0.018271517735370838,0
349,36,7010.34520972873,91,0,6.68,0.5,23927.3025266557,89,2.6666666666666665,12735.0,1.453551913,1035675.4,82701.81037666665,378962,0.2929851871901985,1
350,74,13951.6022212028,207,2,13.789298193487042,0.0,43786.917461551,263,11.333333333333334,47619.66666666666,1.137440758,3538127.833333333,500138.9327015278,1325118,0.31862490054143705,2
351,189,5905.88906202584,108,2,21.56425514061264,3.0,164801.595108888,1229,8.0,111670.0,1.227155013,3659173.2,1067657.801240625,1126444,0.03583635861123608,1
352,44,16018.8565160471,126,1,14.551987849268077,0.5,25413.6345324237,85,0.6666666666666666,52823.66666666667,1.41509434,1969571.3333333333,287310.67678986106,724596,0.6303252884041289,2
353,78,4375.92242552799,15,3,14.699545925381848,0.6666666666666666,40373.9845785206,98,1.3333333333333333,24634.0,1.27458256,1500161.183333333,263126.28939743055,4882848,0.10838470542875345,1
354,46,1706.74881793699,33,2,19.65666128067653,0.3333333333333333,24607.5211226116,152,2.0,10238.333333333334,0.738095238,489379.6666666666,140695.32276895831,827974,0.0693588277109585,0
356,38,817.685172770867,12,2,1.014387415300863,0.3333333333333333,30350.9680061243,231,2.0,5270.5,0.920826162,898942.9333333333,80729.85999548611,378850,0.026940991556047643,0
357,76,7429.57981062026,66,8,5.299397960154415,0.3333333333333333,66723.4711020515,465,1.3333333333333333,26325.5,0.868181818,1332407.3833333333,191647.57495069448,664308,0.1113488205560671,0
358,10,2655.28309580374,24,1,0.19,0.0,25487.5618238487,95,2.333333333333333,10183.5,0.530120482,185099.3,70959.564855625,18712,0.10417956468943972,3
362,41,6729.86040175951,82,3,0.83,0.0,24040.4687696237,124,0.3333333333333333,13309.0,1.462962963,1460454.2999999998,170671.96282375,506036,0.2799388175933996,1
363,157,11760.0110113674,177,5,0.4380211900482452,4.0,123078.128166509,1035,5.333333333333333,58706.0,1.080814312,10511118.4,688810.9518833333,1846128,0.09554915391187624,0
365,67,3413.85172992626,59,0,12.383004781169545,0.0,43506.0166390353,387,4.666666666666667,17399.0,1.278181818,1066848.7,184571.75993041665,382742,0.07846849685758679,1
366,93,2830.5973898185,58,1,14.322356677023937,0.0,62502.0244318508,464,10.0,31136.0,1.039156627,1588428.6,354576.0316,352178,0.04528809131462369,0
367,45,2826.37222379601,18,1,41.39046750457268,0.5,33588.2385891038,303,9.0,17927.0,1.295744681,591183.05,229289.3592377084,173824,0.08414767616640963,1
368,25,4134.03984835045,41,0,0.32,0.0,18568.9088213953,124,5.666666666666667,5069.5,2.208791209,195200.05,59119.40748833333,20088,0.22263235218146818,1
369,16,284.610323383208,6,2,0.32,0.0,8896.85395726892,61,4.666666666666667,5069.5,2.130434783,195200.05,59119.40748833333,29960,0.03198999609864061,1
370,28,1126.95990280513,21,1,5.69,0.5,8058.95738281187,31,10.333333333333334,0.0,1.173076923,155088.44999999998,130649.91248104168,232354,0.13983941709490957,1
372,104,4799.1128623755,48,3,0.15,0.0,40692.0999295656,170,1.0,15666.0,1.044155844,10679459.3,261657.48177916667,759270,0.11793721313675964,0
373,113,6957.22996724555,78,0,2.799181580199905,0.0,94986.3417944666,865,2.0,59799.0,0.888157895,2219338.8,452624.2051366667,624884,0.07324453006411961,0
374,137,3636.45508499731,32,1,0.6935974786847244,0.0,91767.2928422709,903,3.0,76845.0,1.260450161,2253432.9,380380.61216,197880,0.039626919051078784,1
384,63,27975.7535614703,325,6,3.04,0.0,45589.8215573028,67,3.333333333333333,19535.0,1.207658321,25516777.7,346132.7818187501,1879470,0.613640339133747,2
385,5,576.10847538759,15,0,1.5000000000000002,0.3333333333333333,7708.57548202403,90,0.3333333333333333,3385.6666666666665,0.942446043,390955.93333333335,44195.50076222222,44080,0.07473604905744817,0
386,8,365.892527174135,11,1,1.5000000000000002,0.3333333333333333,3396.28943589632,47,0.6666666666666666,3385.6666666666665,0.670886076,390955.93333333335,44195.50076222222,89538,0.10773302278272162,0
388,6,412.987346306136,11,0,0.6600000000000001,0.5,5644.16333455936,56,1.0,6256.5,0.857142857,422282.15,50208.42309479165,422108,0.07317069365753533,0
389,17,624.165076516945,8,1,0.6600000000000001,0.5,2554.40960911185,22,1.0,6256.5,1.215686275,422282.15,50208.42309479165,291362,0.2443480772584326,1
391,16,2670.95408723296,17,0,0.6600000000000001,0.5,8925.73320278304,28,1.3333333333333333,6256.5,1.702380952,422282.15,50208.42309479165,125018,0.29924198119658757,1
392,23,43.577003141092,2,0,0.84,0.0,21042.3894911701,260,1.6666666666666667,11505.0,1.438405797,176463.5,78325.73403458334,177436,0.0020709151477011664,1
393,3,208.444522783564,2,0,1.6399999999999997,0.1666666666666666,6084.96761214301,67,3.333333333333333,2205.6666666666665,1.067307692,1465378.5333333334,32510.88965305556,0,0.034255650328786844,0
394,3,317.493207316681,5,0,1.6399999999999997,0.1666666666666666,5119.47196627913,45,11.333333333333334,2205.6666666666665,1.08,1465378.5333333334,32510.88965305556,0,0.062016787943745176,0
395,20,3142.37047683152,53,1,1.6399999999999997,0.1666666666666666,10205.1683550492,77,4.333333333333333,2205.6666666666665,1.049808429,1465378.5333333334,32510.88965305556,303734,0.3079195136723808,2
396,2,348.998544924083,5,0,1.6399999999999997,0.1666666666666666,9301.89440850707,108,2.0,2205.6666666666665,0.782608696,1465378.5333333334,32510.88965305556,75864,0.03751908262954538,0
397,6,2069.83901081623,32,0,1.6399999999999997,0.1666666666666666,5687.37834851983,26,2.6666666666666665,2205.6666666666665,0.976470588,1465378.5333333334,32510.88965305556,95284,0.3639355224810947,2
398,8,2305.18478702356,58,0,1.6399999999999997,0.1666666666666666,6184.31495291612,29,0.3333333333333333,2205.6666666666665,1.259541985,1465378.5333333334,32510.88965305556,271054,0.3727469905032222,2
399,10,721.148884138647,25,0,0.15,0.3333333333333333,8496.61831829713,98,0.0,5865.0,1.63372093,528572.6333333333,33218.49165986111,171392,0.08487481220448392,1
400,6,939.788400340123,33,1,0.15,0.3333333333333333,4057.89543147631,38,0.3333333333333333,5865.0,0.742857143,528572.6333333333,33218.49165986111,70264,0.2315950265870249,2
401,13,532.798600317877,18,0,2.6823331743035537,0.3333333333333333,9031.49439870794,61,0.0,10685.833333333332,0.823529412,835184.7166666667,57722.860122708335,329240,0.05899340428025953,0
402,8,986.531884244546,15,0,4.4,0.0,8425.60791202951,74,4.0,4820.833333333333,1.207070707,306612.0833333333,24504.368462847226,198212,0.11708732408922598,1
403,6,670.550252660452,16,1,4.4,0.0,5676.36630885393,36,0.6666666666666666,4820.833333333333,2.051470588,306612.0833333333,24504.368462847226,114364,0.11813019389085859,1
404,4,133.633394414455,3,0,4.4,0.0,3230.6974126683,15,6.333333333333333,4820.833333333333,1.846153846,306612.0833333333,24504.368462847226,55622,0.04136363680809229,1
405,7,6145.88365178566,60,0,4.4,0.0,6964.83926116783,8,3.0,4820.833333333333,1.056603774,306612.0833333333,24504.368462847226,0,0.8824157200657562,2
406,142,2075.87838794704,59,6,3.0132760320658463,2.0,109171.719560052,1156,0.6666666666666666,81015.5,1.241690141,1617492.25,487431.8517110416,758518,0.019014799769689103,1
