field_1,버스정류장수,자전거도로길이,자전거도로수,지하철역수,공원율,사고 다발 횟수,도로길이,도로수,평균경사도,추정교통량,안정성지수평균,직장인구,생활인구,자전거이용량,자전거도로수용율,cluster
407,64,5757.85313683441,82,1,1.4402155124282554,0.0,64642.4511215647,546,1.0,46065.5,1.319236016,1618149.25,324185.7175320834,259878,0.08907232069536411,1
408,0,4184.11604405876,53,0,4.4,0.0,7853.61367757645,7,4.0,4820.833333333333,0.592592593,306612.0833333333,24504.368462847226,0,0.5327631604805316,2
409,38,1706.88175497127,22,2,4.689284977777778,2.5,34246.4611106379,319,9.333333333333334,31629.5,0.750965251,832539.0499999999,212399.0239770833,297032,0.049841113493652785,0
410,131,1613.80406954631,39,2,0.5384146006177931,0.0,78178.0596770626,663,6.333333333333333,22643.0,0.744897959,923670.85,462447.57829,108462,0.02064267233303821,0
411,16,601.029816400781,18,1,0.2299999999999999,0.0,10256.1658773694,81,13.0,8014.0,0.786516854,333267.45,130468.17598541666,28376,0.05860180340169566,0
412,26,1717.08862021117,17,1,8.179999999999998,0.5,12316.2800280757,61,11.666666666666666,13371.5,0.5,313020.44999999995,110757.75955250002,115360,0.13941617243980842,3
413,47,1630.63158020057,14,1,22.75,0.0,30207.7766266094,260,9.0,13827.0,0.704081633,185803.5,171494.8307329167,130130,0.05398052297447739,0
414,15,2538.59232352887,35,2,75.46,0.5,7098.84004549335,31,7.333333333333333,20699.0,0.786476868,153652.2,75408.47345625,45358,0.35760663816343885,2
415,82,2612.43264610939,50,5,54.40133696392103,1.5,73813.7575411818,585,2.333333333333333,56101.0,1.551173709,1486514.4,441437.33904083335,332364,0.03539221864774836,1
416,53,1572.97314665421,34,2,27.26,0.0,25714.0490345378,208,4.333333333333333,15640.0,1.538181818,1256717.4,216383.59887041664,269854,0.06117174096313936,1
417,42,4017.08667109938,61,2,26.074454606020225,1.0,31174.027923056,273,4.333333333333333,28969.0,1.700344432,3360581.2,249298.0981166667,520870,0.12886004596564765,1
418,209,12159.8267628271,223,4,6.743762904948379,0.0,158754.485854462,1587,11.666666666666666,140616.0,0.665472313,4726695.399999999,1277511.1419870837,830686,0.07659516956248158,0
419,272,8741.35525948154,126,6,1.4681826153617068,0.0,239082.988689903,2221,4.666666666666667,162995.0,0.656758958,2878934.1,1419340.25260375,1281926,0.03656201266088115,0
420,9,3049.77208756511,24,0,0.18,0.0,18897.7669000641,122,12.666666666666666,36262.0,0.575471698,436387.8,142425.946,61352,0.16138267043365664,3
421,156,7572.94462410631,116,3,10.77882434027928,0.0,114901.967133971,777,15.333333333333334,87595.5,0.632428467,15510571.6,642540.1844281252,527244,0.06590787619220274,0
422,74,12038.3633089769,179,2,38.91826281208935,0.0,67913.8908739363,314,8.0,26465.5,0.888030888,4930908.55,200889.98520708331,493718,0.17725921978646245,0
423,39,2924.71441748008,41,0,82.66,0.0,29784.6645550356,80,9.666666666666666,10316.5,1.052401747,2169548.45,113541.79569562498,127862,0.09819531162003997,0
424,7,77.441386930308,2,0,5.57,0.0,15907.7988749316,48,9.666666666666666,16149.0,0.467532468,2761360.100000001,87348.18951145833,10734,0.004868139680364232,3
425,39,5212.6466115121,49,1,1.223649003758773,0.0,29722.8996860691,127,2.333333333333333,50462.0,0.262135922,3011628.5,289180.62067416665,482710,0.1753747671515114,3
426,74,10641.3744043786,83,7,1.1850201692966873,0.0,51842.6337921745,282,0.6666666666666666,103858.0,0.505823627,12646773.800000004,474819.3173483333,366676,0.20526299738237613,3
427,192,3203.51500457457,38,6,0.3278728564699279,0.0,98553.6796693119,476,3.333333333333333,79944.5,0.680150517,21710376.3,691988.7987627083,481078,0.03250528052654837,0
429,12,681.483263322487,5,0,40.690000000000005,0.0,8485.06425328688,43,11.333333333333334,6232.0,0.591194969,481860.2,34797.57575819444,28500,0.08031562790564599,3
430,23,2039.66086490536,6,1,40.690000000000005,0.0,20873.4997441185,88,11.333333333333334,6232.0,0.426900585,481860.2,34797.57575819444,70782,0.09771532756408387,3
431,72,3864.71002091717,68,7,1.8863949062812988,0.0,81944.4607562517,412,5.0,32033.0,1.016545012,26891469.9,752689.0146479167,413196,0.04716255357897786,0
432,77,14027.5606449274,154,3,1.6276678161462517,0.0,38013.1801594787,134,7.333333333333333,51850.0,0.93006993,3375511.15,188552.2576995833,364822,0.3690183401145822,2
433,26,6030.17308708868,72,0,3.51,0.0,39867.2637877542,169,7.666666666666667,25997.0,0.693121693,7146403.100000001,203582.30771791667,88864,0.15125625674217788,0
434,51,5345.2226190194,54,4,10.442986340084785,0.0,49363.8971133333,224,5.333333333333333,43430.0,0.968978102,22424448.8,347510.4061929167,283086,0.10828202252240013,0
435,66,16348.7125041932,168,4,2.004913471022506,0.0,54993.576139242,213,5.666666666666667,44189.0,0.939705882,16741815.499999998,562203.8889845833,409976,0.29728404028133715,2
436,23,3513.09503293124,49,2,1.563760736196319,0.5,40262.761451168,199,4.0,27583.5,1.066213922,4583031.05,190592.71261229168,167498,0.0872541998191564,0
437,44,5513.27753319713,90,8,1.4525906010606953,0.0,72752.8311730336,386,3.6666666666666665,31310.0,0.780665281,12150218.599999998,418234.0466370833,170416,0.07578093449153177,0
438,14,10041.215139143,89,0,1.563760736196319,0.5,15735.7458496407,27,15.0,27583.5,1.148760331,4583031.05,190592.71261229168,129422,0.6381149794289716,2
439,35,597.351549194081,5,0,8.41,0.0,13224.419319157,46,4.666666666666667,5427.666666666667,0.710843373,59776.16666666666,70283.78643625,46584,0.04517034243830675,0
440,20,3097.87628473389,14,0,8.41,0.0,11177.9908187065,40,6.0,5427.666666666667,1.947368421,59776.16666666666,70283.78643625,148522,0.2771407075723803,1
441,11,1730.01714777593,11,0,8.41,0.0,8593.16563437348,32,4.0,5427.666666666667,0.931034483,59776.16666666666,70283.78643625,43710,0.20132477615184058,0
442,41,11448.6064490743,112,2,53.99995385059128,0.0,23549.0019587126,70,20.0,25842.5,0.948430493,2929466.45,160089.11757166663,182872,0.4861610045787343,2
443,28,9867.76687779918,95,2,44.03736779542198,0.0,16132.1717927845,35,6.333333333333333,38269.5,1.462311558,4367797.5,184494.00882458332,144858,0.6116824817234326,2
444,41,7149.37664628939,83,3,26.957947838023344,0.0,24700.4075060474,106,8.0,33810.0,1.171195652,26579055.1,298399.9390645834,239072,0.28944367191266007,2
445,50,29144.4640009067,271,4,2.324715339701872,3.0,50817.1097125755,135,7.0,81357.0,1.445876289,5707152.4,638019.4554366666,1301062,0.573516757756383,2
446,24,22109.3766639587,203,4,20.39,1.0,21546.8804850143,31,1.0,33765.0,0.948198198,6447135.3,304270.1087266667,1071752,1.0261056898392142,2
447,31,11832.6997758975,164,1,0.8560839679964807,2.0,46800.1547199454,298,6.0,53663.0,1.455958549,2734398.6,237413.71443625,578970,0.25283462943028717,1
448,26,6396.54653202923,78,0,2.99375123395854,2.0,29677.4289675667,194,1.0,27438.0,1.452380952,2524675.4000000004,259371.18765375004,440678,0.2155357372439427,1
449,19,3676.45076070113,42,3,5.530000000000001,0.0,29066.8654341848,169,1.0,13701.0,1.148876404,983679.4,160577.40494125,336532,0.12648253280098617,1
450,14,4633.3127723591,50,0,18.52,0.0,25626.3400943226,136,5.0,13062.0,1.984790875,828844.0,167076.22663416667,221846,0.1808027504241852,1
451,60,14054.0120056922,170,6,20.903731611588817,2.0,49897.3148708243,215,2.0,38009.0,1.19005102,4762758.9,480537.91436791664,657192,0.281658683279364,2
452,64,11520.3847206167,142,1,5.920341227829681,0.5,42160.167814408,186,1.6666666666666667,32139.0,1.336614173,5733055.699999999,301490.2690272917,822268,0.2732528193751561,1
453,59,7581.09218803402,76,3,7.749199873445124,0.5,27651.527097897,45,2.0,27415.0,1.695340502,2711970.7,311766.1214739584,386090,0.27416540725559385,1
454,49,20698.6382800225,235,5,33.54931871679332,1.0,50487.3913125319,198,0.6666666666666666,54687.0,1.473928158,6321406.800000001,389602.1561,1302236,0.4099763870129831,2
455,38,8108.14986320033,122,1,20.93,0.0,34765.012837388,180,1.3333333333333333,9786.0,1.357043236,2845390.4,177838.28904083333,334966,0.23322729380615756,1
456,44,3058.85132653735,63,1,8.32831444000165,1.0,33128.3211280349,179,9.0,52477.0,1.593939394,845767.7,258933.9547825,393924,0.09233342416343555,1
457,26,1296.86367242247,27,1,18.216788640087387,0.0,41506.8973005184,405,3.333333333333333,28382.0,1.087040619,366517.7,129750.44133,106744,0.03124453420434952,0
458,36,10926.4433965753,183,2,3.0302977843808536,0.0,18642.8574299643,94,5.0,14621.0,0.720364742,734155.4,207442.71179791668,274272,0.5860927402155337,2
459,41,10330.3453603211,145,0,8.329093839830213,0.0,37614.5603600506,105,2.6666666666666665,46842.0,1.003021148,404648.1,220832.60038583336,189934,0.2746368762904027,2
460,58,9574.1173630528,96,1,0.0,0.0,20401.2744404886,60,3.333333333333333,0.0,0.892116183,0.0,0.0,309086,0.46929016081720354,2
461,37,6443.27380115364,146,1,5.2,0.0,32811.5495176917,189,1.6666666666666667,15132.0,0.821571238,1047315.9,282740.65697375,345832,0.19637212798132203,0
462,38,4346.00493737798,70,3,26.83886536351444,1.0,24467.1663938541,139,5.0,45593.0,0.592944369,779687.0999999999,148463.93861791663,295388,0.17762600161454137,3
463,31,12519.6843425384,176,1,0.4851091276166188,0.0,51934.430103301,294,2.333333333333333,69951.0,0.690721649,1007425.0,284264.08726166666,287342,0.2410671363416509,2
464,58,9863.52185863341,260,3,0.9613991110192268,2.0,55904.1050843786,427,0.3333333333333333,40420.0,0.804034582,2662003.5,383571.7247520834,1236036,0.17643645030621544,0
465,53,10721.0354113282,215,1,1.3579222550579677,0.0,72835.6764488848,544,2.333333333333333,31903.0,0.708296943,1023030.5,537960.3663483333,719840,0.14719483547121434,0
466,51,2162.11188677782,19,2,5.71,1.0,16315.9673456235,36,4.333333333333333,26758.0,0.965116279,256184.2,252264.5730058333,187902,0.13251509033926648,0
